contrast_id	ENSEMBL	SYMBOL	GENENAME	ENTREZID	log2fc_isst_flight_vs_gc	stat_isst_flight_vs_gc	pvalue_isst_flight_vs_gc	padj_isst_flight_vs_gc	group_mean_isst_gc	group_stdev_isst_gc	group_mean_isst_flight	group_stdev_isst_flight
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051237				1.49774416333558	0.449545388973299	0.65303827316169		1.1798827203234	0.568839107928994	1.82519417281812	1.42351787712723
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051238	Swsap1	SWIM type zinc finger 7 associated protein 1	66962	0.0655523324970152	0.301513108847054	0.763023255423293	0.987115622021854	292.65438306747	119.643646903305	306.816088437405	80.2438235881744
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051242	Pcdhb9	protocadherin beta 9	93880	-0.103115548559352	-0.758253343862719	0.44829933226385	0.944107708056647	364.54010600851	95.33684753986	338.458487285343	35.0590397999565
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051243	Islr2	immunoglobulin superfamily containing leucine-rich repeat 2	320563	-1.4721686771606	-2.13294314244026	0.0329293906690223	0.43018257573748	14.4787219266149	19.8354390677319	6.05755540827934	4.1907755385193
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051246	Msantd1	Myb/SANT-like DNA-binding domain containing 1	403174	-0.19562460291172	-0.582976113714006	0.559909380213029	0.966126832911839	47.7290039406318	41.1514818563805	38.4859145082035	11.8131809801699
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051255				-0.0335904363522836	-0.179145286471045	0.857823623673918	0.994466141140465	239.095671122537	53.5338882228198	233.389851639094	48.3605787059098
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051256	Jagn1	jagunal homolog 1	67767	-0.128525866704063	-0.91384544747014	0.36079806194738	0.919729521711718	723.168836849707	242.318222017724	662.607137216836	129.326394049829
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051257	Trap1a	tumor rejection antigen P1A	22037	-1.14271700497884	-0.750811918250352	0.452765855708046	0.945836962705567	2.93823607976412	3.98834937395047	1.88100538682221	1.22971385416607
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051262	Nat8f3	N-acetyltransferase 8 (GCN5-related) family member 3	93674	-0.459609482059204	-1.89286540949198	0.058375770320921	0.557691820545493	376.484265965822	191.999707744651	273.844266948896	66.4675929132008
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051278	Zgrf1	zinc finger, GRF-type containing 1	71643	0.0164046866259545	0.0678596936920284	0.945897324529956	0.99872812544171	279.153697932446	109.653198480824	281.772289273109	108.648837591947
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051279	Gdf6	growth differentiation factor 6	242316	-0.0871794689687589	-0.335953894607575	0.736905634503465	0.984647389487229	25.9289988827813	11.3539562661994	24.5566529615376	10.6896191580612
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051285	Pcmtd1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1	319263	-0.328954261156179	-1.09220140618484	0.274744584556713	0.876471935776483	10368.0501541332	5623.91417247789	8254.24842019586	4094.59936334631
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051295	9630028B13Rik	RIKEN cDNA 9630028B13 gene	319562	1.06105295022692	0.398664364085203	0.690140528971296		1.0	0.0	1.41062180437371	0.752007471241087
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051297				-0.381646743547736	-0.276481315453254	0.782178408670369		1.36772483768759	0.831343962998667	1.1617066507825	0.343028749147462
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051306	Usp42	ubiquitin specific peptidase 42	76800	0.0190392030796092	0.189754563720477	0.849501461812649	0.994382027752938	854.732437923081	127.684426775503	865.507425020469	151.138889119623
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051313	Or4c127	olfactory receptor family 4 subfamily C member 127	258976	-0.0258318157761782	-0.0105784237902366	0.991559796394522		1.05817790810768	0.183974699124233	1.07265861192428	0.154405779335858
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051314	Ffar2	free fatty acid receptor 2	233079	-1.79142008362891	-3.88245662929817	0.0001034064638693	0.0135099444976515	187.013967764588	282.788746686478	54.6511128954271	33.6725074536288
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051316	Taf7	TATA-box binding protein associated factor 7	24074	-0.151136296248882	-0.974886603347897	0.329616512056167	0.905382924853663	683.780038364161	191.358009582797	615.208274411458	147.59212790419
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051319	Mtln	mitoregulin	67885	-0.327079646444204	-1.42690489235145	0.15360731048083	0.764411291887024	336.129336084019	137.294828316696	268.262314784751	82.8248604118831
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051323	Pcdh19	protocadherin 19	279653	-0.55769349986035	-2.80846970271739	0.0049777565989574	0.154697038685007	1034.6550419181	371.04187629897	702.727274024324	169.125576177008
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051329	Nup160	nucleoporin 160	59015	0.0308150287896443	0.266548655993192	0.789816692198796	0.98886860778221	1912.01096534388	310.229871226618	1952.76407180926	345.151823462604
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051331	Cacna1c	calcium channel, voltage-dependent, L type, alpha 1C subunit	12288	0.261251513431863	1.13790792351488	0.255158932332642	0.865924992163827	2220.38289594807	1012.11344565907	2660.67226340024	542.162143571655
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051335	Gfod1	glucose-fructose oxidoreductase domain containing 1	328232	0.402907445688667	2.75653680939267	0.0058417037203946	0.171221869666269	915.702651166783	175.371835863424	1212.27759739824	313.718705628836
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051339	2900026A02Rik	RIKEN cDNA 2900026A02 gene	243219	0.120229978276219	0.510641568752872	0.60960206270421	0.975706367086468	2640.11189153735	969.239962578181	2870.14131092452	818.453545257569
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051341	Zfp52	zinc finger protein 52	22710	-0.23140997409824	-0.648492695477825	0.516666333753752	0.957188347927796	1186.6211861209	721.607059152378	1010.66079141932	517.247019919805
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051343	Rab11fip5	RAB11 family interacting protein 5 (class I)	52055	-0.303794316050571	-0.907445968544971	0.364171009889928	0.922127743311379	959.383006264398	699.864891812204	777.515342871318	353.634521265941
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051344	Plekhm3	pleckstrin homology domain containing, family M, member 3	241075	0.0824315780020677	0.865339399270789	0.386852531953589	0.928472098097291	2550.72520389941	276.335169708398	2701.53854337496	432.386924692007
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051346	Spryd4	SPRY domain containing 4	66701	-0.228789815724276	-1.1144901708077	0.265068958892928	0.868199884767977	320.731929859548	149.285087393728	274.412608432953	152.360218562104
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051351	Zfp46	zinc finger protein 46	22704	-0.0602315630771737	-0.576468961953394	0.564298243268585	0.967504118065913	980.388333933511	184.590974064299	939.486647198422	163.567005328903
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051354	Samd3	sterile alpha motif domain containing 3	268288	0.0618260506251525	0.238512676539758	0.811483484564289	0.992101168833211	98.5158699042404	32.878323714879	102.513184450505	35.9040752700432
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051355	Commd1	COMM domain containing 1	17846	0.038170406264796	0.193375587199857	0.846664833176687	0.994382027752938	890.314076584538	385.290906536241	914.468683780242	358.705873994698
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051359	Ncald	neurocalcin delta	52589	0.604269393984629	3.70677363173116	0.0002099164135011	0.021115854371458	2333.13890164686	874.374502064017	3545.01238601553	456.247801875034
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051367	Six1	sine oculis-related homeobox 1	20471	-0.587345788112694	-2.2066320470763	0.0273397761607355	0.389370134874058	357.516521469035	153.661110105504	238.393115977445	123.523858128874
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051373	Plpp7	phospholipid phosphatase 7 (inactive)	227721	-0.445136464909668	-1.17148822366301	0.241402588659243	0.856883649460435	54.4207460930285	53.0087390806511	40.4073531576932	19.8004519626493
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051375	Pcdh1	protocadherin 1	75599	0.179721402950648	0.459005041947976	0.64623054540646	0.980159535866588	5704.90612129166	4219.69031638014	6461.91184290823	2544.01290064811
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051378	Kif18b	kinesin family member 18B	70218	-0.148514231409465	-0.375686964090207	0.707149630303729	0.984618171506329	51.6620780273453	31.2599685599521	46.8934707029259	27.7115827636343
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051379	Flrt3	fibronectin leucine rich transmembrane protein 3	71436	0.165977897335268	0.673775719813702	0.500453913511846	0.955293281448009	1863.42939235084	1074.62214010365	2089.66048202307	631.020141730175
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051390	Zbtb22	zinc finger and BTB domain containing 22	81630	0.0274308023562334	0.0849906897920124	0.932268792397942	0.998340081514634	573.85750198614	288.078202131975	585.158480397623	211.112060873512
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051391	Ywhag	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide	22628	-0.786561561644644	-3.93414177948943	8.34944899700541e-05	0.0119232073409562	5641.15325146868	4615.89144454739	3271.30991180578	508.988719717944
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051392	Or13l2	olfactory receptor family 13 subfamily L member 2	258272	0.670590106813403	0.245137846720818	0.806349699296243		1.18573330833345	0.587340291692023	1.44081467517334	0.679274577950794
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051396	Msantd7	Myb/SANT DNA binding domain containing 7	119065974	0.0254023776457157	0.177215268090841	0.859339303271684	0.994537711592688	281.338313332035	72.121367351323	285.548996925029	65.7510319291919
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051397	Tacstd2	tumor-associated calcium signal transducer 2	56753	0.543540879929053	2.01850543166684	0.0435386490477458	0.492870811269667	514.070103828654	241.792346214102	748.521726329492	175.668237733503
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051401	Kctd16	potassium channel tetramerisation domain containing 16	383348	0.130134609023017	0.433102077492122	0.664940613579665	0.98154713951488	20.6174676150532	9.76480600818777	23.3985281011493	14.0514038493061
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051403	Ppp1r37	protein phosphatase 1, regulatory subunit 37	232947	-0.0073049360933473	-0.0145133256419724	0.988420448058742	0.999348664628304	1061.93628709189	683.034741144162	1056.8119423748	492.900681825695
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051413	Plagl2	pleiomorphic adenoma gene-like 2	54711	0.0407756850306986	0.309188288682631	0.757178302027046	0.987096661702213	993.191224469123	258.071674630446	1022.14042595634	159.921739903019
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051427	Ccdc157	coiled-coil domain containing 157	216516	0.16944080666543	0.962386396101072	0.335855544635273	0.908052204874926	883.93400453399	303.188414571076	994.458365831092	156.117007963916
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051431	Gpr87	G protein-coupled receptor 87	84111	1.55844405505	1.35941695924813	0.174014500054015		9.7565230253903	25.9470923603951	2.68411110886825	3.62371582929722
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051435	Fhad1	forkhead-associated phosphopeptide binding domain 1	329977	0.206007805498101	0.79029684900711	0.429354426591811	0.940452234331191	836.928185244286	459.986227913702	965.114880410519	133.702794712997
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051439	Cd14	CD14 antigen	12475	0.0644846397117255	0.290864640665786	0.771154845302692	0.987997025840104	760.047810164205	245.058652647455	795.114571106838	217.698844941368
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051444	Bbs12	Bardet-Biedl syndrome 12	241950	0.0818520696697478	0.434371765330339	0.664018497526374	0.98154713951488	219.900765798051	66.390148802181	232.149933294968	57.8905962375571
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051451	Crebzf	CREB/ATF bZIP transcription factor	233490	-0.0643340542823841	-0.276321527235189	0.782301122993136	0.98886860778221	1894.57147950639	880.472840617704	1811.39598570465	661.676208171073
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051452	Gm11437	predicted gene 11437	628813	2.0110096319032	1.94916435441778	0.0512758003310956	0.527402097040356	15.4000685401814	22.2758265378224	59.1415592980722	147.546964688477
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051455	Meioc	meiosis specific with coiled-coil domain	268491	-0.54611331583612	-0.26432842271007	0.791526860727058		1.11178284323079	0.353488387938835	1.0	0.0
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051456	Hspb3	heat shock protein 3	56534	-1.14897529947516	-1.64099608529088	0.100798227818499	0.673283937268128	13.5549084641552	23.8238844098969	6.71165837447089	4.57716693910865
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051457	Spn	sialophorin	20737	-0.0220560494929041	-0.0952791869767088	0.924093073822335	0.997957083623629	1800.26258824166	909.906478048345	1773.21941806532	647.858853898773
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051469	Zfp24	zinc finger protein 24	59057	-0.229287451519756	-1.50251972893392	0.1329629366748	0.731711888514188	3489.74133868132	813.456159959711	2976.91734863643	723.296969600972
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051483	Cbr1	carbonyl reductase 1	12408	0.107538932436364	0.477513028327536	0.632996845791844	0.978075989684351	987.860191251546	293.099649747697	1064.77813601409	435.581513917049
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051486	Pcdhb11	protocadherin beta 11	93882	-0.148681270969503	-0.868785948301008	0.384964220283294	0.928472098097291	152.5328755712	54.2628875824281	136.969967392955	27.5283991132425
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051490	Foxd4	forkhead box D4	14237	-0.382102069797366	-0.249747267105199	0.802782802311677		1.18463789495962	0.391867722486711	1.10417842854506	0.32944111725949
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051493	Or8d6	olfactory receptor family 8 subfamily D member 6	259111	-0.504354211472742	-0.281324972800137	0.778461157919828		1.31112232098217	0.730627832836421	1.04965823077305	0.157033113817115
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051495	Irf2bp2	interferon regulatory factor 2 binding protein 2	270110	0.0444907680686199	0.3685062076832	0.712495817260366	0.984618171506329	6066.65215289164	918.401315573929	6256.99057085124	1123.27718165899
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051497	Kcnj16	potassium inwardly-rectifying channel, subfamily J, member 16	16517	0.0366142445006389	0.0438894736536665	0.96499250602428	0.998950103491778	10.030231806591	13.3914183952897	9.96288900455532	8.105927231637
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051498	Tlr6	toll-like receptor 6	21899	-0.252280618802452	-1.09637471435165	0.272914824836323	0.875073696450429	190.261176823382	90.9354422344369	159.841619702131	47.9101137935153
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051499	Zfp786	zinc finger protein 786	330301	0.402561806424981	1.25414453976367	0.209789473845277	0.832692167164887	26.1737181440046	9.558980296838	35.0482510696605	19.8200409101308
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051502	Ufsp1	UFM1-specific peptidase 1	70240	-0.276134124878388	-1.06352540746518	0.287543749362813	0.883375745564337	69.1595299715749	31.3142849824079	57.7078899323011	19.7398483035714
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051503	Ccdc121rt3	coiled-coil domain containing 121, retrogene 3	625424	-0.231518042478177	-0.308919832382861	0.757382510129156		2.5166376281181	1.42214356471489	2.33181200149693	1.39929741968236
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051504	Siglech	sialic acid binding Ig-like lectin H	233274	-0.159638759543944	-0.748159783429556	0.454363785492982	0.946045278839549	172.602045165291	34.522213000676	154.344596474423	41.0477478792477
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051506	Wdfy4	WD repeat and FYVE domain containing 4	545030	-0.215341983096463	-0.623511381611459	0.532948525281471	0.961651700511045	4401.04341703238	3017.30864816105	3791.00967275804	1884.92839812702
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051509	Or6p1	olfactory receptor family 6 subfamily P member 1	258756	-0.0516640658391683	-0.0225024497945941	0.982047157842367		1.18447165035816	0.407091417434923	1.20123737723905	0.443332202042684
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051510	Mafg	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein G (avian)	17134	-0.0557889306029017	-0.227097996884218	0.820347541616439	0.99275514340558	1719.64484216174	763.139433097393	1654.82892388531	463.673029303109
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051515	Fam181b	family with sequence similarity 181, member B	58238	0.09909967856363	0.398669985960533	0.690136386029203	0.984098294208757	51.2791138061477	24.8914337106021	54.2435449094035	16.3670318328312
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051517	Arhgef39	Rho guanine nucleotide exchange factor 39	230098	-0.0203289067385592	-0.0957983992008208	0.923680688766273	0.997957083623629	44.2510998094019	22.7323735925252	44.1878571981523	6.34825207700251
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051518	Rps19bp1	ribosomal protein S19 binding protein 1	66538	-0.0677121182659668	-0.2694029596437	0.787619608864592	0.98886860778221	254.631309926166	117.153127596974	243.488139221312	77.3312573443836
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051527	Usp29	ubiquitin specific peptidase 29	57775	-0.528833759219139	-0.614683990845003	0.538763434341389		3.88024178411017	2.94917491198839	3.06017275232539	2.21688027543398
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051537				0.14058045076425	0.118225303906295	0.90588914093746		3.8197389361954	3.66096436988469	4.05833727893934	3.89655083089274
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051548				-0.0826252838390275	-0.0669979618301702	0.946583325780238		1.47814841070281	0.814845532867111	1.4830114248717	0.657532803578221
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051550	Zfp579	zinc finger protein 579	68490	0.13627799340975	0.715508669767733	0.474294785601702	0.951609691535234	160.629724486126	51.8447768395282	178.549930174328	55.1900871048253
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051557	Pusl1	pseudouridylate synthase-like 1	433813	-0.0617279327139978	-0.255706038937273	0.798177831767417	0.989850298278259	171.071154753886	72.1293516733492	164.316119972229	54.1630488910756
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051579	Tceal8	transcription elongation factor A (SII)-like 8	66684	-0.0552802302173798	-0.352180663074177	0.724702777781301	0.984618171506329	1592.35356491036	489.132193329132	1531.7192585269	364.250386299261
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051586	Mical3	microtubule associated monooxygenase, calponin and LIM domain containing 3	194401	-0.0358244565104509	-0.191095659951186	0.848450647840248	0.994382027752938	2445.85073852455	801.895126191016	2386.78001856264	465.760539447312
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051590	Map3k19	mitogen-activated protein kinase kinase kinase 19	22625	0.317559603605914	1.53706177431889	0.124278182626725	0.713539205628242	608.610433224219	288.34024667951	758.260173240779	176.92859961636
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051592	Ccnb3	cyclin B3	209091	1.27575552260644	0.478767782437943	0.632103838829406		1.09295469673106	0.29394856088035	1.56408411087598	1.19468703766458
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051596	Otop1	otopetrin 1	21906	-3.32211792506899	-3.55358377290995	0.0003800201424397	0.0315339687115027	491.328979969158	924.706959550027	49.935923307783	58.4368640974503
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051599	Pcdhb2	protocadherin beta 2	93873	-0.0754036688232437	-0.270033470850073	0.787134503747748	0.98886860778221	37.2673388121933	25.727357553646	35.2137478249691	13.4604624925113
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051606				0.284899279441062	1.52043211756098	0.128402407507242	0.720708394239689	264.698079306064	114.907178804018	322.411043636162	62.5191002152559
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051615	Rap2a	RAS related protein 2a	76108	0.0902941290676315	0.785784250840584	0.43199389477051	0.940452234331191	3720.76135665711	1059.90642498097	3959.30402024455	517.315253639389
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051617	Krt9	keratin 9	107656	-0.0937402922979797	-0.0317411947770753	0.974678442743345		1.18790990697686	0.397931492005452	1.19733546517143	0.420795200734369
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051627	H1f4	H1.4 linker histone, cluster member	50709	-0.425317163212006	-1.72549866266791	0.0844376445913218	0.633311316522961	1869.2158480182	796.026097385832	1392.47466216909	350.411034108133
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051639	Fbl-ps2	fibrillarin, pseudogene 2	545184	-0.424577166628878	-0.634255023352292	0.525914403743974	0.960499843095866	5.68966859192193	4.66583249097057	4.54913350964865	3.15780355041682
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051648	Kctd19	potassium channel tetramerisation domain containing 19	279499	0.209346681029368	0.648252819688478	0.516821444022391	0.957188347927796	15.3349089088931	9.86412944551001	16.5159418130936	7.18419390334574
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051650	B3gnt2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2	53625	0.248012353651922	0.721991616224153	0.470299632012294	0.949853064341802	284.353540178494	186.718935543533	337.424820921051	252.259028809537
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051652	Lrrc3	leucine rich repeat containing 3	237387	-1.63569194952933	-3.48611283592791	0.0004900942354608	0.0373841447558674	249.536474927316	423.275357575327	211.441853967615	408.251531832878
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051663	Pcdhb1	protocadherin beta 1	93872	0.560604655455463	1.58375895948668	0.113248581955045	0.695731817027699	23.1658168269984	16.5774363284649	33.2115354756396	13.8461320289634
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051669	AU021092	expressed sequence AU021092	239691	0.388035337422119	1.03904894225197	0.298781974919544	0.890591001512169	1883.6337468698	1181.0641085964	2464.86644867892	980.677536937396
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051671	Coa6	cytochrome c oxidase assembly factor 6	67892	-0.0897174966594917	-0.292777570154408	0.769692173800349	0.987997025840104	363.947709529039	162.231048319656	341.949060727182	203.818332077426
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051674	Dcun1d4	defective in cullin neddylation 1 domain containing 4	100737	0.12511049110875	0.796177548106051	0.42592884544328	0.939631009482098	1270.56119570761	281.331824653414	1386.00751968229	421.739094913586
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051675	Trim32	tripartite motif-containing 32	69807	-0.213865570532941	-1.42682132030768	0.153631404136244	0.764411291887024	593.128784796507	176.30971983189	512.137261286763	103.436604918005
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051678	Pcdhb6	protocadherin beta 6	93877	0.0378394267930419	0.168359728447522	0.866300287867123	0.994537711592688	49.0788243158319	17.3374285983381	50.7750148545911	26.5337740645214
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051682	Treml4	triggering receptor expressed on myeloid cells-like 4	224840	0.145517905604254	0.514981120618523	0.60656621280668	0.975351700946335	301.564921624348	113.228868518315	333.681702620024	115.334480502341
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051695	Pcbp1	poly(rC) binding protein 1	23983	0.0287410823532327	0.137735150454009	0.89044973810061	0.996774088260345	2012.2735521993	572.402505055333	2053.16851073106	643.765325737458
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051703	Tmem198	transmembrane protein 198	319998	0.23061742402556	0.618854656565347	0.536012111945869	0.962715888491568	14.6576100983109	9.76873009592872	17.2776443143947	6.63500884405387
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051705	Senp8	SUMO peptidase family member, NEDD8 specific	71599	-0.290213295037478	-1.50564805912985	0.132157544252805	0.730106523152809	298.434748659127	107.202163963604	244.111124352364	66.4988554999803
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051716	Apon	apolipoprotein N	28194	-0.599237519039559	-0.857061497479881	0.391410898441528	0.93014740152931	618.534986308728	1237.56943068856	790.640048126412	1965.14400721211
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051721	Wdcp	WD repeat and coiled coil containing	238037	-0.0623241134320298	-0.520731412234793	0.602553888696019	0.974128125725769	417.519941127761	86.6770439452211	400.979550484428	59.6682127755531
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051723				-1.66347374496253	-1.41319778361764	0.157597578047533		1.8822651776051	1.38175156605943	1.19558880673996	0.618506114132769
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051726	Kcnf1	potassium voltage-gated channel, subfamily F, member 1	382571	0.144716988164444	0.639906681555328	0.522233269807163	0.959171926530105	39.1163219444473	17.1114900321143	42.9827877037113	16.0636828876882
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051727	Kctd14	potassium channel tetramerisation domain containing 14	233529	-0.174531894278444	-1.16399625342985	0.244425530090842	0.858200782315877	147.907866482506	31.3179667599836	130.877204013154	29.6121911002224
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051730	Mettl5	methyltransferase 5, N6-adenosine	75422	-0.0134764144688407	-0.0513669382097087	0.959033129465437	0.998950103491778	487.492974736357	219.970041851196	482.726197331057	221.188381185183
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051732	Pabpc2	poly(A) binding protein, cytoplasmic 2	18459	0.742155017464149	1.3416328189705	0.17971507952472		2.99598845233647	1.50829883996295	4.22906695916774	2.50856348974162
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051735	Rinl	Ras and Rab interactor-like	320435	0.117335604211794	0.498690360412379	0.61799753655632	0.976246027629137	363.062058885098	175.003177862453	394.31025299941	124.680348605305
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051736	Fam229b	family with sequence similarity 229, member B	66337	0.0541491956938654	0.309735708569436	0.756761945721544	0.987096661702213	132.87728052506	36.8823667911488	137.675861338956	37.0546359292877
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051747	Ttn	titin	22138	-1.25620728466867	-2.10890219600823	0.0349530246242848	0.442568710181709	85059.6289577324	153501.992274611	35610.3509904533	23958.9722124225
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051748	Wfdc21	WAP four-disulfide core domain 21	66107	0.118407128810602	0.22516821510033	0.821848415219306	0.99275514340558	757.284519041206	1061.14481479928	822.195940679498	1649.26954443701
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051768	Xrcc1	X-ray repair complementing defective repair in Chinese hamster cells 1	22594	0.201127664217799	0.63187209637981	0.527470458044424	0.960671150921532	422.445553364929	201.103705172234	485.938829630429	167.239081972682
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000051786	Tubgcp6	tubulin, gamma complex component 6	328580	0.0176299611023575	0.0626656074182844	0.950032784847884	0.998950103491778	1079.95181499985	525.979712586659	1093.3732193117	382.892627588065
